Date,Adj Close
2021-01-04,159.27052307128906
2021-01-05,160.7365264892578
2021-01-06,165.9986114501953
2021-01-07,164.7947540283203
2021-01-08,164.16368103027344
2021-01-11,164.27047729492188
2021-01-12,167.1927947998047
2021-01-13,166.30929565429688
2021-01-14,167.00833129882812
2021-01-15,166.47434997558594
2021-01-19,165.60057067871094
2021-01-20,163.5520477294922
2021-01-21,162.02777099609375
2021-01-22,162.7559356689453
2021-01-25,161.65884399414062
2021-01-26,156.19287109375
2021-01-27,158.44528198242188
2021-01-28,157.23170471191406
2021-01-29,152.74632263183594
2021-02-01,153.17349243164062
2021-02-02,154.96957397460938
2021-02-03,156.50355529785156
2021-02-04,156.55210876464844
2021-02-05,159.12489318847656
2021-02-08,160.21226501464844
2021-02-09,162.34817504882812
2021-02-10,162.88214111328125
2021-02-11,165.5617218017578
2021-02-12,170.9985809326172
2021-02-16,170.0568389892578
2021-02-17,173.22186279296875
2021-02-18,173.23155212402344
2021-02-19,176.82376098632812
2021-02-22,185.08583068847656
2021-02-23,180.98880004882807
2021-02-24,182.61984252929688
2021-02-25,178.97640991210938
2021-02-26,171.82635498046875
2021-03-01,174.26832580566406
2021-03-02,175.46002197265625
2021-03-03,177.9996337890625
2021-03-04,175.20602416992188
2021-03-05,181.3011932373047
2021-03-08,186.6637420654297
2021-03-09,180.79324340820312
2021-03-10,183.4989471435547
2021-03-11,185.50135803222656
2021-03-12,190.56109619140625
2021-03-15,193.6770477294922
2021-03-16,190.6001739501953
2021-03-17,193.34495544433597
2021-03-18,193.86264038085935
2021-03-19,192.6807403564453
2021-03-22,191.51837158203125
2021-03-23,187.034912109375
2021-03-24,189.61363220214844
2021-03-25,195.493896484375
2021-03-26,198.4437713623047
2021-03-29,202.5462646484375
2021-03-30,200.8954925537109
2021-03-31,201.07131958007807
2021-04-01,199.48892211914065
2021-04-05,202.78070068359372
2021-04-06,202.55604553222656
2021-04-07,200.27035522460935
2021-04-08,201.8429718017578
2021-04-09,202.0676422119141
2021-04-12,205.3887176513672
2021-04-13,201.3643493652344
2021-04-14,203.0346527099609
2021-04-15,203.51329040527344
2021-04-16,203.23001098632807
2021-04-19,205.1249847412109
2021-04-20,202.75140380859372
2021-04-21,203.72817993164065
2021-04-22,199.1568145751953
2021-04-23,201.3448181152344
2021-04-26,202.1653289794922
2021-04-27,202.63417053222656
2021-04-28,205.35940551757807
2021-04-29,208.02603149414065
2021-04-30,207.39112854003903
2021-05-03,210.14566040039065
2021-05-04,209.4130706787109
2021-05-05,207.9283447265625
2021-05-06,213.24208068847656
2021-05-07,211.9527130126953
2021-05-10,214.27745056152344
2021-05-11,209.7158660888672
2021-05-12,207.21530151367188
2021-05-13,210.29217529296875
2021-05-14,211.1908264160156
2021-05-17,211.80618286132807
2021-05-18,208.416748046875
2021-05-19,208.2311553955078
2021-05-20,207.62554931640625
2021-05-21,208.70977783203125
2021-05-24,210.93685913085935
2021-05-25,206.9613342285156
2021-05-26,207.8404541015625
2021-05-27,211.7489776611328
2021-05-28,212.32839965820312
2021-06-01,214.1746368408203
2021-06-02,214.9897308349609
2021-06-03,216.6494140625
2021-06-04,218.25994873046875
2021-06-07,217.3073883056641
2021-06-08,218.66261291503903
2021-06-09,217.06185913085935
2021-06-10,216.7868804931641
2021-06-11,217.0323944091797
2021-06-14,215.85394287109372
2021-06-15,216.13873291015625
2021-06-16,212.89797973632807
2021-06-17,207.84043884277344
2021-06-18,203.4604949951172
2021-06-21,209.22512817382807
2021-06-22,207.80116271972656
2021-06-23,205.72903442382807
2021-06-24,207.28070068359372
2021-06-25,209.45098876953125
2021-06-28,207.3690643310547
2021-06-29,204.09884643554688
2021-06-30,206.96641540527344
2021-07-01,208.34127807617188
2021-07-02,208.16452026367188
2021-07-06,202.1641998291016
2021-07-07,203.1757049560547
2021-07-08,199.89569091796875
2021-07-09,202.51776123046875
2021-07-12,201.0152282714844
2021-07-13,199.02166748046875
2021-07-14,198.0395965576172
2021-07-15,197.7646484375
2021-07-16,197.1361389160156
2021-07-19,191.80360412597656
2021-07-20,199.2475433349609
2021-07-21,201.0839385986328
2021-07-22,198.5404510498047
2021-07-23,200.0920867919922
2021-07-26,201.48660278320312
2021-07-27,200.75987243652344
2021-07-28,201.18214416503903
2021-07-29,203.50961303710935
2021-07-30,201.4473114013672
2021-08-02,199.7680206298828
2021-08-03,200.69113159179688
2021-08-04,196.81204223632807
2021-08-05,199.5519561767578
2021-08-06,201.8892364501953
2021-08-09,201.4473114013672
2021-08-10,203.2248077392578
2021-08-11,205.1790771484375
2021-08-12,203.76495361328125
2021-08-13,202.2427673339844
2021-08-16,202.05618286132807
2021-08-17,201.9776153564453
2021-08-18,197.55841064453125
2021-08-19,196.5665283203125
2021-08-20,199.09039306640625
2021-08-23,202.2820587158203
2021-08-24,202.3409576416016
2021-08-25,202.51776123046875
2021-08-26,201.8659820556641
2021-08-27,204.4038848876953
2021-08-30,204.4236297607422
2021-08-31,201.61911010742188
2021-09-01,200.4538726806641
2021-09-02,202.56712341308597
2021-09-03,200.6316070556641
2021-09-07,196.75071716308597
2021-09-08,196.99758911132807
2021-09-09,196.839599609375
2021-09-10,195.70394897460935
2021-09-13,198.46896362304688
2021-09-14,195.27932739257807
2021-09-15,196.71121215820312
2021-09-16,192.64268493652344
2021-09-17,192.55381774902344
2021-09-20,191.21080017089844
2021-09-21,186.9546661376953
2021-09-22,189.07778930664065
2021-09-23,192.1094207763672
2021-09-24,192.92906188964844
2021-09-27,194.5979461669922
2021-09-28,194.08444213867188
2021-09-29,194.8645782470703
2021-09-30,190.64791870117188
2021-10-01,191.75392150878903
2021-10-04,192.62294006347656
2021-10-05,192.4945526123047
2021-10-06,194.3214569091797
2021-10-07,200.3254852294922
2021-10-08,203.81137084960935
2021-10-11,208.18605041503903
2021-10-12,209.5191650390625
2021-10-13,205.3716278076172
2021-10-14,205.8555145263672
2021-10-15,207.8897857666016
2021-10-18,204.85813903808597
2021-10-19,206.80352783203125
2021-10-20,209.0747985839844
2021-10-21,208.49215698242188
2021-10-22,210.17091369628903
2021-10-25,209.8252868652344
2021-10-26,201.7869873046875
2021-10-27,200.1082305908203
2021-10-28,201.96473693847656
2021-10-29,200.1970977783203
2021-11-01,199.55523681640625
2021-11-02,197.4024658203125
2021-11-03,197.4518280029297
2021-11-04,188.91978454589844
2021-11-05,191.59593200683597
2021-11-08,191.70455932617188
2021-11-09,192.3168029785156
2021-11-10,191.3984222412109
2021-11-11,186.51026916503903
2021-11-12,189.6209259033203
2021-11-15,188.03103637695312
2021-11-16,185.96714782714844
2021-11-17,184.3575134277344
2021-11-18,182.87625122070312
2021-11-19,182.47137451171875
2021-11-22,188.11990356445312
2021-11-23,186.85589599609372
2021-11-24,185.30572509765625
2021-11-26,182.11593627929688
2021-11-29,180.57569885253903
2021-11-30,176.3922119140625
2021-12-01,175.4680633544922
2021-12-02,177.16729736328125
2021-12-03,180.01922607421875
2021-12-06,184.69956970214844
2021-12-07,183.5269927978516
2021-12-08,185.16661071777344
2021-12-09,184.779052734375
2021-12-10,184.79893493652344
2021-12-13,186.17025756835935
2021-12-14,185.0274810791016
2021-12-15,188.21728515625
2021-12-16,187.5415496826172
2021-12-17,182.95065307617188
2021-12-20,178.4491729736328
2021-12-21,181.98675537109372
2021-12-22,179.2043914794922
2021-12-23,181.0626220703125
2021-12-27,183.02020263671875
2021-12-28,185.1069793701172
2021-12-29,184.31201171875
2021-12-30,184.0635986328125
2021-12-31,185.5640869140625
2022-01-03,184.8684844970703
2022-01-04,188.2967834472656
2022-01-05,185.81251525878903
2022-01-06,189.39979553222656
2022-01-07,191.74493408203125
2022-01-10,194.96450805664065
2022-01-11,197.6375732421875
2022-01-12,195.91847229003903
2022-01-13,194.37823486328125
2022-01-14,196.4351959228516
2022-01-18,194.33848571777344
2022-01-19,192.4603729248047
2022-01-20,190.4332275390625
2022-01-21,189.89663696289065
2022-01-24,194.41796875
2022-01-25,193.44415283203125
2022-01-26,190.7114715576172
2022-01-27,187.24343872070312
2022-01-28,186.4882354736328
2022-01-31,186.0211944580078
2022-02-01,184.35177612304688
2022-02-02,185.83238220214844
2022-02-03,182.37429809570312
2022-02-04,181.4600982666016
2022-02-07,182.86122131347656
2022-02-08,184.8287506103516
2022-02-09,186.01126098632807
2022-02-10,178.5187225341797
2022-02-11,182.712158203125
2022-02-14,180.11859130859375
2022-02-15,178.99571228027344
2022-02-16,181.43028259277344
2022-02-17,183.75555419921875
2022-02-18,184.91818237304688
2022-02-22,185.7032165527344
2022-02-23,186.20999145507807
2022-02-24,191.9900054931641
2022-02-25,199.8600006103516
2022-02-28,204.3999938964844
2022-03-01,204.1499938964844
2022-03-02,208.5
2022-03-03,211.0
2022-03-04,218.0399932861328
